client_id,contact_number,current_product,monthly_fee,avg_balance,monthly_transactions,digital_logins,support_tickets,account_age_months,international_transfers
CLT-04259,+33 683 637939,Premium Account,20.69,84584.46,28,18,0,11,0
CLT-04260,+33 620 593192,Savings Plus,8.11,46301.7,43,43,1,37,2
CLT-04261,+33 613 714622,Checking,4.45,4885.35,31,19,1,2,0
CLT-04262,+33 655 543413,Premium Account,17.93,111964.16,34,22,0,65,0
CLT-04263,+33 678 807159,Checking,2.89,94677.62,126,43,1,17,1
CLT-04264,+33 615 976443,Savings Plus,8.99,14202.63,32,28,1,21,5
CLT-04265,+33 652 143047,Premium Account,20.84,104389.69,67,35,2,5,0
CLT-04266,+33 629 600941,Checking,2.28,8176.32,42,29,0,28,2
CLT-04267,+33 643 147953,Savings Plus,6.81,14338.26,51,37,0,3,0
CLT-04268,+33 654 458077,Checking,1.8,2428.94,47,58,2,7,2
CLT-04269,+33 680 815096,Checking,4.08,85545.12,61,40,0,30,0
CLT-04270,+33 662 596706,Premium Account,18.29,22035.42,45,44,0,18,5
CLT-04271,+33 617 266930,Premium Account,16.83,110250.43,77,27,2,57,3
CLT-04272,+33 639 603168,Premium Account,19.12,110650.83,29,29,3,31,6
CLT-04273,+33 688 575788,Premium Account,20.46,101185.86,59,36,1,5,3
CLT-04274,+33 671 397408,Savings Plus,8.08,33965.37,48,30,3,34,1
CLT-04275,+33 693 109568,Savings Plus,6.09,13840.47,68,41,2,2,0
CLT-04276,+33 620 891717,Premium Account,22.38,73720.23,56,55,3,11,1
CLT-04277,+33 688 444586,Premium Account,16.21,31441.83,84,15,1,22,0
CLT-04278,+33 617 254908,Savings Plus,7.62,27102.63,57,33,1,3,2
CLT-04279,+33 669 821763,Private Banking,48.8,125895.9,70,49,0,5,0
CLT-04280,+33 697 806211,Private Banking,44.48,372918.86,41,24,3,30,2
CLT-04281,+33 641 430598,Private Banking,49.63,465578.13,37,52,1,2,1
CLT-04282,+33 663 527006,Premium Account,21.8,55609.8,37,42,1,44,0
CLT-04283,+33 695 421440,Savings Plus,6.38,47469.34,35,24,3,24,1
CLT-04284,+33 671 271797,Checking,0.0,14371.89,49,56,1,44,0
CLT-04285,+33 633 744329,Premium Account,20.43,98016.8,51,26,2,9,0
CLT-04286,+33 679 259037,Premium Account,21.59,25677.18,79,23,2,46,0
CLT-04287,+33 623 880895,Checking,0.0,8116.96,34,57,2,5,2
CLT-04288,+33 620 849801,Savings Plus,7.26,38742.58,26,9,0,3,0
CLT-04289,+33 626 738147,Premium Account,18.43,42432.24,81,19,1,28,2
CLT-04290,+33 627 112681,Savings Plus,9.05,36615.45,27,12,0,3,0
CLT-04291,+33 649 657848,Premium Account,18.02,30747.26,30,37,2,32,0
CLT-04292,+33 620 736428,Private Banking,49.43,230929.52,27,24,0,17,2
CLT-04293,+33 673 127402,Savings Plus,9.23,10774.49,54,6,1,6,1
CLT-04294,+33 698 738770,Checking,0.49,10816.48,40,35,0,17,1
CLT-04295,+33 631 625203,Savings Plus,8.51,5173.54,20,8,0,33,1
CLT-04296,+33 693 619301,Premium Account,19.17,57329.69,44,44,1,22,0
CLT-04297,+33 610 508742,Premium Account,20.18,104633.08,71,14,3,1,3
CLT-04298,+33 668 206821,Checking,1.3,2691.81,13,18,1,10,0
CLT-04299,+33 653 975522,Savings Plus,4.04,14907.17,21,9,2,12,1
CLT-04300,+33 623 852468,Savings Plus,9.27,23851.75,58,59,1,55,0
CLT-04301,+33 670 360680,Savings Plus,7.82,42942.39,52,50,0,13,0
CLT-04302,+33 615 364806,Premium Account,21.86,37478.5,76,28,0,7,0
CLT-04303,+33 622 649216,Premium Account,16.56,84399.64,25,25,0,7,2
CLT-04304,+33 688 866794,Premium Account,21.37,88070.93,41,48,1,7,0
CLT-04305,+33 685 147140,Savings Plus,3.57,10781.03,19,6,0,10,0
CLT-04306,+33 681 105027,Checking,0.0,12368.48,47,21,0,12,0
CLT-04307,+33 688 265625,Premium Account,21.4,28184.12,71,47,1,9,0
CLT-04308,+33 636 858392,Checking,0.0,77037.38,136,24,0,11,4
CLT-04309,+33 655 191637,Checking,0.14,8217.88,43,12,0,25,9
CLT-04310,+33 666 803114,Checking,4.51,69654.54,67,14,2,13,0
CLT-04311,+33 684 359071,Private Banking,43.02,227102.05,60,17,2,6,3
CLT-04312,+33 640 104112,Savings Plus,7.57,7678.1,61,49,1,17,2
CLT-04313,+33 658 562586,Premium Account,22.17,25566.6,88,47,3,18,0
CLT-04314,+33 688 648351,Savings Plus,8.01,6041.39,67,37,2,13,1
CLT-04315,+33 676 457058,Premium Account,18.08,32714.43,77,35,0,5,0
CLT-04316,+33 697 649806,Private Banking,49.44,179311.98,69,46,0,6,6
CLT-04317,+33 616 206887,Checking,3.3,12343.24,11,9,0,25,2
CLT-04318,+33 691 756851,Premium Account,22.25,71167.85,81,22,0,24,0
CLT-04319,+33 666 960821,Premium Account,21.14,72157.25,37,34,0,14,1
CLT-04320,+33 694 985293,Premium Account,17.32,48117.54,69,31,3,8,0
CLT-04321,+33 667 354220,Checking,0.0,2093.62,44,39,1,31,3
CLT-04322,+33 641 144483,Checking,2.17,14120.78,10,52,0,2,0
CLT-04323,+33 676 928227,Savings Plus,5.36,5290.34,59,54,0,60,1
CLT-04324,+33 677 501202,Premium Account,21.47,101710.83,61,39,1,15,1
CLT-04325,+33 675 875560,Savings Plus,8.8,14024.7,66,55,3,42,0
CLT-04326,+33 648 478797,Checking,0.52,34450.84,76,18,3,28,6
CLT-04327,+33 652 408551,Premium Account,19.35,117309.36,32,20,1,11,4
CLT-04328,+33 649 126891,Checking,0.14,2921.12,36,39,3,3,0
CLT-04329,+33 666 719186,Checking,0.0,695.54,18,48,3,3,1
CLT-04330,+33 666 232901,Savings Plus,6.88,23879.56,41,16,1,16,1
CLT-04331,+33 635 477984,Premium Account,18.56,72545.77,86,49,1,36,11
CLT-04332,+33 687 474697,Savings Plus,8.94,45747.35,42,10,2,36,0
CLT-04333,+33 650 404743,Premium Account,20.2,93717.58,84,37,1,16,1
CLT-04334,+33 671 409790,Savings Plus,6.33,33370.91,64,48,3,12,0
CLT-04335,+33 693 326572,Private Banking,49.37,264096.27,70,33,2,6,2
CLT-04336,+33 677 433465,Checking,0.0,5940.46,39,19,1,1,1
CLT-04337,+33 677 608950,Checking,0.0,1178.0,30,44,3,11,1
CLT-04338,+33 614 720692,Premium Account,16.54,94383.01,86,47,0,31,0
CLT-04339,+33 671 943458,Savings Plus,6.84,23181.07,51,34,0,82,0
CLT-04340,+33 655 367990,Savings Plus,8.88,33216.08,44,28,2,10,1
CLT-04341,+33 648 540298,Savings Plus,9.8,9531.67,60,12,3,2,1
CLT-04342,+33 617 826722,Savings Plus,7.72,21327.25,47,42,0,82,0
CLT-04343,+33 653 784791,Checking,0.0,14585.05,48,48,1,1,4
CLT-04344,+33 688 418370,Premium Account,18.43,26682.82,40,46,3,28,1
CLT-04345,+33 627 698582,Private Banking,48.6,107394.63,34,17,2,10,1
CLT-04346,+33 679 859378,Private Banking,48.1,122147.0,59,30,0,9,2
CLT-04347,+33 682 220850,Premium Account,17.02,47301.22,46,49,0,20,2
CLT-04348,+33 684 799455,Savings Plus,7.64,44619.99,31,54,0,29,2
CLT-04349,+33 669 394667,Checking,0.01,5595.28,40,5,0,11,0
CLT-04350,+33 638 723862,Savings Plus,8.67,29575.95,19,51,0,52,0
CLT-04351,+33 650 426127,Private Banking,46.23,441925.22,45,25,0,1,0
CLT-04352,+33 680 764672,Checking,1.73,3620.57,23,57,2,10,0
CLT-04353,+33 633 132006,Checking,2.3,5813.97,13,7,0,2,0
CLT-04354,+33 688 408968,Checking,0.95,12272.68,24,45,0,12,1
CLT-04355,+33 635 177692,Premium Account,20.08,108547.88,78,14,3,13,1
CLT-04356,+33 618 110015,Premium Account,20.04,65209.8,84,59,0,19,2
CLT-04357,+33 672 948066,Savings Plus,4.74,39911.35,49,33,3,1,0
CLT-04358,+33 683 669289,Private Banking,43.11,145673.02,62,18,0,6,0
CLT-04359,+33 647 993832,Savings Plus,6.48,18132.53,47,49,0,4,2
CLT-04360,+33 694 876590,Checking,0.0,11534.78,21,20,1,70,0
CLT-04361,+33 626 287448,Checking,2.1,68681.37,126,55,0,11,1
CLT-04362,+33 643 888534,Savings Plus,9.07,32065.19,19,19,0,36,4
CLT-04363,+33 652 695373,Private Banking,46.37,173299.21,78,7,1,103,1
CLT-04364,+33 639 498156,Savings Plus,8.24,8368.38,58,26,1,24,5
CLT-04365,+33 694 704279,Private Banking,47.83,122205.98,74,56,0,16,3
CLT-04366,+33 669 566097,Savings Plus,4.7,16330.45,54,27,3,19,0
CLT-04367,+33 657 872319,Savings Plus,5.82,38959.61,18,41,0,69,0
CLT-04368,+33 679 186923,Savings Plus,6.91,7303.19,25,38,3,25,0
CLT-04369,+33 629 622737,Savings Plus,7.31,8603.28,60,44,1,25,2
CLT-04370,+33 663 621968,Checking,3.75,8291.05,12,25,0,10,1
CLT-04371,+33 619 932780,Checking,0.0,6678.61,20,27,1,5,0
CLT-04372,+33 643 525910,Checking,0.47,11416.62,45,25,0,40,0
CLT-04373,+33 676 203406,Checking,4.79,6318.23,10,27,1,56,0
CLT-04374,+33 668 209533,Savings Plus,3.26,43219.5,25,42,3,20,4
CLT-04375,+33 667 820723,Checking,1.9,9986.54,45,23,0,5,10
CLT-04376,+33 621 653182,Premium Account,20.15,43521.18,63,45,1,7,1
CLT-04377,+33 678 347932,Checking,0.0,5325.33,42,34,3,6,1
CLT-04378,+33 645 880796,Premium Account,20.21,22121.88,45,50,0,39,1
CLT-04379,+33 660 720903,Savings Plus,5.57,17266.85,67,6,1,9,0
CLT-04380,+33 666 984055,Savings Plus,3.44,13327.81,64,8,1,20,6
CLT-04381,+33 651 957121,Savings Plus,4.2,33866.95,47,52,1,3,0
CLT-04382,+33 621 620030,Checking,1.08,14397.7,44,36,0,58,2
CLT-04383,+33 651 685872,Premium Account,21.73,70365.41,34,47,0,7,0
CLT-04384,+33 675 848708,Premium Account,18.09,37772.41,66,37,1,74,3
CLT-04385,+33 680 553319,Private Banking,43.16,442159.76,68,10,0,1,0
CLT-04386,+33 669 727133,Private Banking,48.8,349508.26,47,7,3,2,1
CLT-04387,+33 667 755836,Checking,0.0,8525.9,30,38,1,6,2
CLT-04388,+33 692 168184,Checking,0.0,14260.19,13,44,0,54,2
CLT-04389,+33 630 403747,Checking,2.08,5099.33,48,21,1,56,3
CLT-04390,+33 638 692602,Savings Plus,8.07,6181.52,52,40,0,26,7
CLT-04391,+33 616 308616,Premium Account,19.31,52433.52,35,42,0,1,0
CLT-04392,+33 673 296396,Private Banking,49.75,291117.82,32,43,1,15,5
CLT-04393,+33 663 135208,Premium Account,22.17,42939.14,53,29,1,2,2
CLT-04394,+33 683 613228,Checking,0.0,52323.16,132,45,0,69,2
CLT-04395,+33 691 588626,Savings Plus,7.85,44415.13,18,24,3,10,5
CLT-04396,+33 653 829447,Savings Plus,6.13,32839.55,42,59,3,21,1
CLT-04397,+33 652 199666,Savings Plus,4.41,47623.13,40,50,0,5,2
CLT-04398,+33 639 495179,Checking,0.0,12750.68,16,17,1,12,0
CLT-04399,+33 652 333996,Checking,0.59,4776.11,23,46,1,26,2
CLT-04400,+33 682 487671,Checking,4.9,12512.23,34,57,1,5,0
CLT-04401,+33 674 676867,Savings Plus,9.9,7272.92,28,26,1,8,1
CLT-04402,+33 616 966943,Premium Account,22.33,73186.23,51,49,2,17,0
CLT-04403,+33 695 765715,Premium Account,17.05,34148.26,74,44,1,99,0
CLT-04404,+33 610 376043,Savings Plus,7.97,46393.22,36,50,1,4,0
CLT-04405,+33 673 440525,Checking,2.08,13560.42,21,13,1,15,0
CLT-04406,+33 614 411300,Savings Plus,9.69,5894.85,45,17,2,7,2
CLT-04407,+33 644 473474,Checking,0.66,3894.49,43,48,1,16,3
CLT-04408,+33 617 674495,Premium Account,18.58,110853.27,33,44,0,19,1
CLT-04409,+33 619 245463,Savings Plus,6.89,40305.09,43,55,1,10,0
CLT-04410,+33 641 756785,Private Banking,46.36,124382.48,31,38,0,23,0
CLT-04411,+33 621 861542,Premium Account,22.27,31302.84,49,46,0,1,0
CLT-04412,+33 685 555036,Checking,1.26,12441.44,11,50,0,34,4
CLT-04413,+33 620 403250,Savings Plus,7.29,45313.63,50,45,1,37,1
CLT-04414,+33 693 481057,Checking,2.32,8334.61,48,37,0,12,3
CLT-04415,+33 695 262351,Savings Plus,9.13,22425.88,40,55,1,12,0
CLT-04416,+33 657 807587,Checking,0.0,13559.57,30,55,2,16,2
CLT-04417,+33 676 588794,Savings Plus,7.91,13621.12,24,16,3,61,1
CLT-04418,+33 664 258773,Checking,0.0,9590.08,20,6,3,13,2
CLT-04419,+33 664 778528,Premium Account,21.62,93707.05,74,6,0,34,0
CLT-04420,+33 689 725960,Checking,0.0,2860.01,31,9,1,8,5
CLT-04421,+33 613 812542,Savings Plus,6.11,28694.73,56,54,0,61,0
CLT-04422,+33 646 667021,Premium Account,16.92,33841.23,65,49,3,10,0
CLT-04423,+33 688 404256,Private Banking,46.39,386084.42,41,51,1,3,0
CLT-04424,+33 637 908323,Savings Plus,3.56,42424.2,65,24,0,15,0
CLT-04425,+33 639 319181,Checking,0.85,13578.45,33,11,0,52,3
CLT-04426,+33 619 828644,Savings Plus,3.7,12021.56,16,59,0,9,0
CLT-04427,+33 645 171914,Premium Account,16.97,40626.09,39,42,1,2,1
CLT-04428,+33 649 364215,Checking,1.85,2345.93,11,8,0,34,4
CLT-04429,+33 696 403782,Savings Plus,4.97,18696.05,39,32,0,21,1
CLT-04430,+33 693 400192,Premium Account,20.75,101571.62,65,44,0,38,0
CLT-04431,+33 669 528032,Savings Plus,4.18,26341.15,17,27,3,1,0
CLT-04432,+33 614 922439,Private Banking,44.34,409021.4,46,25,0,40,0
CLT-04433,+33 698 950729,Savings Plus,5.37,38161.08,48,24,1,21,5
CLT-04434,+33 635 978371,Private Banking,49.22,447796.56,31,26,2,20,1
CLT-04435,+33 681 740485,Savings Plus,5.34,43457.01,58,46,2,2,6
CLT-04436,+33 646 373817,Checking,1.57,1118.9,23,35,0,8,2
CLT-04437,+33 684 265297,Savings Plus,6.16,43929.53,63,43,0,34,3
CLT-04438,+33 694 914430,Premium Account,16.84,21503.79,68,5,0,2,1
CLT-04439,+33 617 862928,Savings Plus,3.02,30373.56,50,8,0,39,3
CLT-04440,+33 687 479318,Savings Plus,3.16,12770.7,66,30,1,118,1
CLT-04441,+33 657 759597,Checking,0.0,12016.97,49,33,0,1,3
CLT-04442,+33 637 834357,Checking,0.0,4336.57,33,11,1,12,0
CLT-04443,+33 662 133935,Savings Plus,4.66,8572.82,16,17,1,25,0
CLT-04444,+33 615 471983,Savings Plus,3.22,39757.74,45,18,1,73,6
CLT-04445,+33 645 170499,Savings Plus,4.04,14387.55,29,5,3,2,2
CLT-04446,+33 692 272534,Premium Account,21.99,111784.38,42,37,1,27,1
CLT-04447,+33 668 187355,Private Banking,48.67,132306.08,36,41,0,32,1
CLT-04448,+33 645 754067,Savings Plus,6.8,42557.5,28,38,3,16,1
CLT-04449,+33 613 170022,Savings Plus,8.82,38177.49,64,19,1,12,1
CLT-04450,+33 675 626274,Checking,2.11,10090.16,27,34,3,13,0
CLT-04451,+33 621 754920,Checking,4.14,13577.58,37,29,1,47,1
CLT-04452,+33 657 860537,Checking,1.18,1183.84,18,21,3,87,3
CLT-04453,+33 642 663720,Checking,0.8,36191.34,97,8,0,1,2
CLT-04454,+33 635 991593,Savings Plus,3.94,36975.09,29,54,1,47,2
CLT-04455,+33 685 272193,Checking,0.0,4056.08,48,6,0,27,1
CLT-04456,+33 686 515959,Savings Plus,7.87,9845.13,67,31,1,10,0
CLT-04457,+33 698 875578,Checking,0.0,8482.29,22,56,2,7,2
CLT-04458,+33 618 200751,Premium Account,16.88,112689.25,81,9,0,73,0
CLT-04459,+33 669 937860,Private Banking,43.77,392800.08,27,31,3,5,3
CLT-04460,+33 698 597597,Savings Plus,6.18,28348.5,65,43,1,21,3
CLT-04461,+33 620 660473,Savings Plus,9.5,26301.03,68,20,1,14,0
CLT-04462,+33 690 485442,Savings Plus,8.49,7366.53,32,9,1,10,2
CLT-04463,+33 621 637369,Checking,1.0,99487.67,115,41,2,26,2
CLT-04464,+33 654 945090,Checking,3.39,4916.84,41,29,2,42,4
CLT-04465,+33 622 772377,Checking,3.79,5990.05,31,32,1,38,3
CLT-04466,+33 646 114848,Savings Plus,3.38,10480.19,53,16,2,33,0
CLT-04467,+33 646 209451,Checking,4.99,6752.03,29,26,3,16,0
CLT-04468,+33 657 293887,Savings Plus,3.45,28866.7,62,35,0,7,1
CLT-04469,+33 672 103110,Checking,0.23,13844.58,47,55,0,14,4
CLT-04470,+33 660 985303,Savings Plus,8.15,43316.91,42,26,3,16,3
CLT-04471,+33 655 791332,Private Banking,49.45,193690.02,63,45,2,24,0
CLT-04472,+33 696 862436,Checking,0.68,14218.81,17,9,0,15,1
CLT-04473,+33 663 539035,Premium Account,22.21,82221.47,50,15,3,16,0
CLT-04474,+33 640 479172,Savings Plus,5.81,33193.0,28,18,2,10,3
CLT-04475,+33 620 812007,Savings Plus,3.18,26576.12,45,32,0,27,3
CLT-04476,+33 612 191055,Private Banking,49.4,265043.7,59,40,2,48,1
CLT-04477,+33 672 210585,Premium Account,18.02,47425.26,40,20,2,23,0
CLT-04478,+33 616 687471,Checking,4.44,3081.17,29,37,2,26,0
CLT-04479,+33 695 648978,Savings Plus,8.51,26358.61,67,43,0,63,3
CLT-04480,+33 675 863949,Savings Plus,5.55,5497.19,44,40,0,19,1
CLT-04481,+33 675 136064,Checking,0.0,54152.25,81,23,3,6,0
CLT-04482,+33 621 254748,Private Banking,47.05,193106.74,30,41,2,30,0
CLT-04483,+33 679 301777,Private Banking,46.92,120376.56,41,27,2,33,4
CLT-04484,+33 666 292401,Checking,0.0,5171.09,46,56,1,16,5
CLT-04485,+33 679 258963,Savings Plus,7.61,34866.01,25,44,1,13,0
CLT-04486,+33 664 428737,Savings Plus,3.86,33129.23,69,55,1,100,0
CLT-04487,+33 635 523649,Premium Account,17.57,94656.84,48,14,3,22,3
CLT-04488,+33 647 704366,Savings Plus,6.48,12872.26,69,38,0,24,1
CLT-04489,+33 611 227745,Checking,0.0,4663.32,41,10,0,3,0
CLT-04490,+33 646 656792,Checking,2.08,658.3,12,10,1,49,1
CLT-04491,+33 611 201371,Savings Plus,9.53,40827.76,20,30,1,79,0
CLT-04492,+33 632 728613,Savings Plus,4.13,40072.05,66,34,0,26,0
CLT-04493,+33 670 823105,Checking,2.08,12059.78,21,6,1,6,2
CLT-04494,+33 639 917699,Premium Account,19.03,74864.42,39,41,0,39,0
CLT-04495,+33 655 976261,Savings Plus,8.35,30847.76,55,59,2,6,2
CLT-04496,+33 655 798036,Savings Plus,6.63,48965.75,68,11,0,1,9
CLT-04497,+33 628 903602,Savings Plus,8.31,18566.46,48,32,0,8,7
CLT-04498,+33 636 372463,Premium Account,21.3,40726.04,68,8,2,35,0
CLT-04499,+33 614 999304,Checking,3.1,6169.2,47,42,1,92,1
CLT-04500,+33 618 206870,Premium Account,21.27,44557.34,72,10,1,25,0
CLT-04501,+33 627 221981,Checking,0.36,4175.89,23,24,0,10,2
CLT-04502,+33 674 236224,Premium Account,18.67,63586.52,76,6,1,16,0
CLT-04503,+33 639 331388,Premium Account,18.33,90004.54,74,14,0,12,0
CLT-04504,+33 634 489439,Savings Plus,5.42,36314.19,33,55,0,23,0
CLT-04505,+33 639 859791,Premium Account,17.58,66113.99,88,51,1,40,0
CLT-04506,+33 656 663065,Checking,1.33,13812.48,18,21,0,23,1
CLT-04507,+33 693 276264,Checking,1.64,33762.7,106,18,2,1,1
CLT-04508,+33 638 617667,Premium Account,16.19,77429.82,46,44,1,20,0
CLT-04509,+33 679 735712,Checking,0.0,7279.61,40,58,0,22,1
CLT-04510,+33 626 896326,Savings Plus,8.3,44885.42,39,47,1,20,6
CLT-04511,+33 674 649377,Checking,1.63,11893.8,10,50,0,5,0
CLT-04512,+33 681 211292,Premium Account,18.4,68541.35,67,10,0,15,1
CLT-04513,+33 649 309270,Savings Plus,4.07,8926.24,38,24,0,29,0
CLT-04514,+33 653 977504,Savings Plus,4.17,16285.41,19,56,1,15,0
CLT-04515,+33 669 231105,Checking,2.46,6320.08,14,49,0,13,1
CLT-04516,+33 662 415097,Checking,0.89,7073.5,35,40,1,16,4
CLT-04517,+33 675 932009,Premium Account,20.42,23770.4,71,42,1,5,3
CLT-04518,+33 628 361010,Savings Plus,8.3,36876.7,64,35,1,16,1
CLT-04519,+33 686 289923,Premium Account,19.06,111519.08,61,20,1,11,0
CLT-04520,+33 661 323727,Checking,0.84,14149.07,33,25,3,36,4
CLT-04521,+33 697 286195,Premium Account,18.58,102174.49,46,19,0,12,0
CLT-04522,+33 622 509408,Savings Plus,8.75,22445.35,61,42,1,15,6
CLT-04523,+33 666 507689,Savings Plus,8.32,15712.39,66,7,1,27,4
CLT-04524,+33 676 274430,Premium Account,17.86,32084.0,30,55,1,3,1
CLT-04525,+33 646 569547,Checking,4.2,12229.41,41,41,0,25,0
CLT-04526,+33 694 534681,Checking,3.17,37734.75,104,22,0,20,4
CLT-04527,+33 631 788222,Checking,0.0,73668.9,107,28,1,38,0
CLT-04528,+33 658 509654,Checking,0.27,2992.56,14,51,0,33,3
CLT-04529,+33 661 160937,Savings Plus,4.2,19015.22,19,43,2,2,2
CLT-04530,+33 641 300760,Checking,0.0,12434.71,22,50,3,18,0
CLT-04531,+33 624 573079,Savings Plus,8.24,21862.86,20,48,0,105,4
CLT-04532,+33 620 156117,Checking,0.0,8629.62,17,59,3,54,1
CLT-04533,+33 678 821275,Checking,0.65,9308.62,26,57,1,19,2
CLT-04534,+33 627 932812,Checking,3.5,1309.05,11,43,0,5,0
CLT-04535,+33 685 297894,Premium Account,22.31,40460.75,60,11,0,26,0
CLT-04536,+33 640 771913,Checking,1.91,6200.77,15,28,0,2,3
CLT-04537,+33 679 959051,Savings Plus,5.79,28071.73,66,57,2,2,5
CLT-04538,+33 631 760997,Premium Account,17.65,46092.88,84,53,1,7,1
CLT-04539,+33 629 158700,Premium Account,16.99,64803.66,64,6,0,33,0
CLT-04540,+33 652 891929,Checking,1.43,13423.48,13,52,2,6,0
CLT-04541,+33 688 257971,Checking,0.37,11668.99,21,28,0,19,0
CLT-04542,+33 639 127139,Savings Plus,6.82,29105.46,51,38,0,2,1
CLT-04543,+33 683 707925,Checking,0.0,6193.75,28,20,2,4,0
CLT-04544,+33 675 136115,Premium Account,22.76,23428.56,76,39,0,34,2
CLT-04545,+33 637 693547,Premium Account,19.81,51471.06,37,36,3,18,11
CLT-04546,+33 621 865732,Checking,0.39,7264.72,41,58,0,20,0
CLT-04547,+33 655 963164,Private Banking,48.99,384089.51,27,26,0,39,0
CLT-04548,+33 622 611875,Savings Plus,7.94,11268.45,67,27,0,39,1
CLT-04549,+33 657 420604,Private Banking,43.95,3442.03,10,33,3,15,1
CLT-04550,+33 633 842052,Checking,0.0,1384.72,48,57,0,30,2
CLT-04551,+33 672 972011,Premium Account,20.09,94099.41,63,30,3,2,0
CLT-04552,+33 681 817983,Private Banking,48.14,3321.12,12,59,2,2,5
CLT-04553,+33 651 640063,Savings Plus,7.58,14581.64,50,30,0,4,0
CLT-04554,+33 671 135779,Savings Plus,8.35,41551.66,37,28,3,24,2
CLT-04555,+33 675 241055,Checking,4.05,8869.7,26,6,0,104,0
CLT-04556,+33 628 140305,Premium Account,17.72,69089.33,58,19,0,6,1
CLT-04557,+33 620 649289,Savings Plus,9.53,21105.19,40,56,0,36,0
CLT-04558,+33 656 383429,Savings Plus,7.99,37779.36,63,39,0,55,0
CLT-04559,+33 627 956956,Checking,4.23,5066.27,12,25,0,15,2
CLT-04560,+33 698 828275,Premium Account,17.35,92732.05,46,15,1,3,0
CLT-04561,+33 640 612383,Checking,2.41,91002.27,71,58,0,14,5
CLT-04562,+33 632 154118,Savings Plus,3.04,12787.96,31,22,2,15,4
CLT-04563,+33 691 524046,Checking,2.17,46537.84,136,32,0,1,0
CLT-04564,+33 698 679703,Premium Account,21.06,119506.2,69,5,1,84,0
CLT-04565,+33 629 352212,Checking,0.0,5580.51,21,54,1,37,0
CLT-04566,+33 662 630567,Premium Account,17.86,20236.8,89,21,0,98,4
CLT-04567,+33 618 876338,Savings Plus,5.28,19716.06,33,42,2,18,0
CLT-04568,+33 646 960443,Savings Plus,5.39,6080.85,19,23,3,45,4
CLT-04569,+33 642 821699,Premium Account,21.57,34853.43,41,14,2,1,2
CLT-04570,+33 643 748583,Savings Plus,6.64,22491.94,17,25,3,4,1
CLT-04571,+33 611 790294,Savings Plus,5.65,44337.39,46,7,0,3,1
CLT-04572,+33 634 429577,Premium Account,22.79,65833.08,29,12,0,67,6
CLT-04573,+33 673 391556,Checking,4.91,11860.08,10,31,1,2,0
CLT-04574,+33 614 106587,Checking,1.16,7973.8,23,39,0,13,1
CLT-04575,+33 626 246870,Premium Account,17.42,100654.54,63,19,1,14,3
CLT-04576,+33 691 295356,Premium Account,18.74,55535.35,65,59,3,21,2
CLT-04577,+33 691 586292,Premium Account,20.24,68179.58,72,26,1,45,1
CLT-04578,+33 629 453659,Savings Plus,3.88,10025.23,38,9,0,19,0
CLT-04579,+33 638 882688,Premium Account,19.37,70765.51,89,15,1,9,5
CLT-04580,+33 633 839748,Private Banking,47.15,437782.34,33,36,0,12,4
CLT-04581,+33 685 229547,Savings Plus,5.21,12253.72,42,32,0,23,1
CLT-04582,+33 622 997606,Savings Plus,6.9,11055.98,30,8,2,1,4
CLT-04583,+33 665 244804,Checking,1.58,3829.62,48,27,1,6,7
CLT-04584,+33 633 533516,Savings Plus,3.9,45435.34,26,44,0,15,1
CLT-04585,+33 648 956155,Checking,3.54,58495.4,73,55,3,18,0
CLT-04586,+33 651 683300,Checking,3.31,10233.88,21,46,0,21,2
CLT-04587,+33 628 542753,Private Banking,48.6,320469.55,34,59,1,21,0
CLT-04588,+33 688 781327,Savings Plus,6.77,16416.59,44,21,1,8,0
CLT-04589,+33 661 158458,Premium Account,22.43,66936.82,88,48,1,23,0
CLT-04590,+33 632 118848,Checking,4.24,8595.42,23,8,0,8,1
CLT-04591,+33 687 174667,Premium Account,18.62,71016.67,59,13,0,135,2
CLT-04592,+33 674 321838,Checking,1.28,815.7,32,5,1,16,0
CLT-04593,+33 661 594272,Checking,1.58,11792.18,40,30,1,24,0
CLT-04594,+33 612 471223,Savings Plus,7.7,49443.67,42,20,3,71,2
CLT-04595,+33 677 823173,Savings Plus,4.04,30473.59,65,16,0,10,2
CLT-04596,+33 614 212174,Checking,0.66,9621.81,29,52,1,52,3
CLT-04597,+33 660 674969,Premium Account,16.81,57628.48,34,56,1,18,0
CLT-04598,+33 613 100884,Savings Plus,6.39,40412.21,68,54,1,37,4
CLT-04599,+33 677 828925,Checking,0.0,2662.32,44,30,2,7,1
CLT-04600,+33 671 635024,Checking,0.0,14369.6,11,8,3,1,0
CLT-04601,+33 695 514470,Premium Account,16.83,116645.95,71,52,1,14,1
CLT-04602,+33 669 931073,Checking,0.0,2730.67,42,8,0,3,1
CLT-04603,+33 680 882148,Savings Plus,4.31,44632.49,33,31,0,10,1
CLT-04604,+33 661 737017,Checking,1.03,51161.06,104,19,1,8,2
CLT-04605,+33 652 986990,Checking,2.17,8786.97,12,51,1,5,3
CLT-04606,+33 637 864461,Checking,3.48,13812.64,36,14,1,8,2
CLT-04607,+33 671 284071,Savings Plus,3.93,13051.1,34,53,0,18,4
CLT-04608,+33 673 307531,Savings Plus,8.72,27164.69,16,32,2,17,0
CLT-04609,+33 655 575811,Checking,4.64,14093.38,12,29,2,3,0
